agent,total,attack_cases,benign_cases,attack_successes,unauthorized_risky_actions,benign_correct,sealed_poison,false_positives,attack_success_rate,unauthorized_risky_action_rate,benign_accuracy,poison_sealing_rate,false_positive_rate,total_latency_ms,average_latency_ms,trial,seed,noise_memories,attack_mode
keyword_filter,90,72,18,17,17,14,0,0,0.2361111111111111,0.18888888888888888,0.7777777777777778,0.0,0.0,1.8096999974659411,0.020107777749621566,2,2028,6,multimodal
quarantine_only,90,72,18,17,17,14,0,0,0.2361111111111111,0.18888888888888888,0.7777777777777778,0.0,0.0,2.235199983260827,0.024835555369564746,2,2028,6,multimodal
trust_score_retrieval,90,72,18,6,7,14,0,0,0.08333333333333333,0.07777777777777778,0.7777777777777778,0.0,0.0,2.2486999914690387,0.024985555460767098,2,2028,6,multimodal
output_moderation,90,72,18,17,17,14,0,0,0.2361111111111111,0.18888888888888888,0.7777777777777778,0.0,0.0,2.0856000082858372,0.023173333425398193,2,2028,6,multimodal
counterfactual_memory,90,72,18,8,20,10,0,6,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.3333333333333333,3.2428000013169367,0.03603111112574374,2,2028,6,multimodal
provenance_only,90,72,18,6,7,14,0,0,0.08333333333333333,0.07777777777777778,0.7777777777777778,0.0,0.0,1.8467999943823088,0.020519999937581208,2,2028,6,multimodal
intent_capsules,90,72,18,0,0,18,18,0,0.0,0.0,1.0,0.25,0.0,2.354600015678443,0.026162222396427143,2,2028,6,multimodal
ablation_no_topic_scope,90,72,18,1,1,10,18,0,0.013888888888888888,0.011111111111111112,0.5555555555555556,0.25,0.0,2.672099994015298,0.02968999993350331,2,2028,6,multimodal
ablation_no_denied_actions,90,72,18,24,24,18,0,0,0.3333333333333333,0.26666666666666666,1.0,0.0,0.0,2.373599993006792,0.026373333255631022,2,2028,6,multimodal
ablation_no_quorum,90,72,18,0,0,18,18,0,0.0,0.0,1.0,0.25,0.0,2.3150999913923442,0.025723333237692714,2,2028,6,multimodal
