agent,total,attack_cases,benign_cases,attack_successes,unauthorized_risky_actions,poison_influences,benign_correct,sealed_poison,false_positives,attack_success_rate,unauthorized_risky_action_rate,poison_influence_rate,benign_accuracy,poison_sealing_rate,false_positive_rate,total_latency_ms,average_latency_ms,trial,seed,noise_memories,attack_mode
ambient_memory,2108,1054,1054,646,648,646,1054,0,0,0.6129032258064516,0.30740037950664134,0.6129032258064516,1.0,0.0,0.0,66.98049995247857,0.03177443071749458,0,2026,0,trace_corpus
keyword_filter,2108,1054,1054,646,648,646,1054,0,0,0.6129032258064516,0.30740037950664134,0.6129032258064516,1.0,0.0,0.0,64.2502999971839,0.03047926944837946,0,2026,0,trace_corpus
quarantine_only,2108,1054,1054,646,648,646,1054,0,0,0.6129032258064516,0.30740037950664134,0.6129032258064516,1.0,0.0,0.0,65.82809996598371,0.031227751407013147,0,2026,0,trace_corpus
trust_score_retrieval,2108,1054,1054,646,648,646,1054,0,0,0.6129032258064516,0.30740037950664134,0.6129032258064516,1.0,0.0,0.0,64.2067000235329,0.030458586348924527,0,2026,0,trace_corpus
output_moderation,2108,1054,1054,0,0,646,1054,0,0,0.0,0.0,0.6129032258064516,1.0,0.0,0.0,63.5202000330537,0.030132922216818642,0,2026,0,trace_corpus
semantic_output_judge,2108,1054,1054,0,0,646,1054,0,0,0.0,0.0,0.6129032258064516,1.0,0.0,0.0,64.19399999958841,0.030452561669633973,0,2026,0,trace_corpus
counterfactual_memory,2108,1054,1054,646,648,646,1054,0,0,0.6129032258064516,0.30740037950664134,0.6129032258064516,1.0,0.0,0.0,84.53719998306042,0.040103036045095075,0,2026,0,trace_corpus
provenance_only,2108,1054,1054,646,648,646,1054,0,0,0.6129032258064516,0.30740037950664134,0.6129032258064516,1.0,0.0,0.0,69.00419999692531,0.0327344402262454,0,2026,0,trace_corpus
intent_capsules,2108,1054,1054,0,0,0,1054,648,0,0.0,0.0,0.0,1.0,0.6148007590132827,0.0,81.14920000571146,0.03849582542965439,0,2026,0,trace_corpus
