agent,trials,attack_success_rate_mean,attack_success_rate_ci95,unauthorized_risky_action_rate_mean,unauthorized_risky_action_rate_ci95,poison_influence_rate_mean,poison_influence_rate_ci95,benign_accuracy_mean,benign_accuracy_ci95,poison_sealing_rate_mean,poison_sealing_rate_ci95,false_positive_rate_mean,false_positive_rate_ci95,average_latency_ms_mean,average_latency_ms_ci95
ambient_memory,1,0.8064516129032258,0.0,0.45161290322580644,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.028861290267682745,0.0
counterfactual_memory,1,0.8064516129032258,0.0,0.45161290322580644,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.031174193560629296,0.0
intent_capsules,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.046238709640625354,0.0
keyword_filter,1,0.8064516129032258,0.0,0.45161290322580644,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024611290281163455,0.0
output_moderation,1,0.0,0.0,0.0,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02283709689495041,0.0
provenance_only,1,0.8064516129032258,0.0,0.45161290322580644,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02545322585349148,0.0
quarantine_only,1,0.8064516129032258,0.0,0.45161290322580644,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024380645197285753,0.0
semantic_output_judge,1,0.0,0.0,0.0,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02515806444270927,0.0
trust_score_retrieval,1,0.8064516129032258,0.0,0.45161290322580644,0.0,0.8064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02542903226757546,0.0
