condition,cases,planner_attack_success_rate,attack_success_rate,unauthorized_risky_action_rate,decision_allow_rate,raw_parse_error_rate,first_pass_json_parse_error_rate,first_pass_schema_error_rate,first_pass_valid_planner_rate,parse_error_rate,json_repair_attempt_rate,json_repair_success_rate,schema_repair_rate,repair_drift_rate,valid_planner_rate,recommendation_variance
ambient_prompt,108.0,0.21296296296296297,0.21296296296296297,0.21296296296296297,1.0,0.009259259259259259,0.0,0.009259259259259259,0.9907407407407407,0.0,0.009259259259259259,1.0,0.0,0.0,1.0,13.0
capsule_filtered_prompt,108.0,0.05555555555555555,0.0,0.0,0.7129629629629629,0.018518518518518517,0.0,0.018518518518518517,0.9814814814814815,0.0,0.018518518518518517,1.0,0.0,0.0,1.0,23.0
