paired_cases,baseline_attack_success_rate,defended_attack_success_rate,absolute_attack_success_reduction,relative_attack_success_reduction,baseline_unauthorized_risky_action_rate,defended_unauthorized_risky_action_rate,absolute_unauthorized_risky_action_reduction,relative_unauthorized_risky_action_reduction,mcnemar_baseline_only,mcnemar_defended_only,mcnemar_chi_square,mcnemar_p_value_approx,risky_mcnemar_baseline_only,risky_mcnemar_defended_only,risky_mcnemar_chi_square,risky_mcnemar_p_value_approx
90.0,0.5666666666666667,0.0,0.5666666666666667,1.0,0.5666666666666667,0.0,0.5666666666666667,1.0,51.0,0.0,49.01960784313726,2.534165198030975e-12,51.0,0.0,49.01960784313726,2.534165198030975e-12
